assessment_id,date,school_id,grade,subject,grading_scale,avg_score,max_marks,total_students_assessed,score_100
TST007553,2025-11-12,SCH0310,3,EVS,Raw Marks,14.1/25,25,111,56.39999999999999
TST002216,2025-06-21,SCH0017,3,Punjabi,Letter Grade,C,NA,94,70.0
TST004911,2025-05-08,SCH0319,3,Mathematics,pct,45.5%,100,80,45.5
TST004807,2025-09-22,SCH0529,7,Mathematics,pct,57.5%,100,73,57.5
TST004262,2025-05-14,SCH0180,8,Punjabi,Raw Marks,33.5/50,50,64,67.0
TST006862,2026-03-06,SCH0490,3,Hindi,Raw Marks,25.1/50,50,150,50.2
TST006643,2026-01-04,SCH0473,3,Science,%,82.4%,100,141,82.4
TST004538,2025-05-23,SCH0350,6,EVS,%,66.2%,100,66,66.2
TST003368,2025-08-03,SCH0236,8,Mathematics,CGPA,8.1,10,121,81.0
TST003463,2025-09-18,SCH0082,5,Punjabi,CGPA,7.7,10,22,77.0
TST003476,2025-08-31,SCH0249,3,Hindi,pct,57.7%,100,59,57.7
TST005319,2026-02-12,SCH0152,7,Hindi,Raw Marks,41.0/50,50,117,82.0
TST003503,2026-02-23,SCH0177,4,Mathematics,CGPA,8.9,10,72,89.0
TST000651,2025-07-15,SCH0424,4,Science,pct,85.8%,100,42,85.8
TST006553,2025-07-26,SCH0346,4,Mathematics,Percentage,63.9%,100,105,63.9
TST002876,2026-01-09,SCH0328,8,Mathematics,CGPA,5.4,10,68,54.0
TST004517,2025-10-18,SCH0321,6,Mathematics,Percentage,80.8%,100,42,80.8
TST002333,2026-03-24,SCH0208,7,English,%,85.7%,100,84,85.7
TST007327,2025-01-12,SCH0522,7,EVS,pct,52.1%,100,45,52.1
TST001616,2025-11-03,SCH0536,7,Hindi,CGPA,8.5,10,56,85.0
TST007697,2026-02-23,SCH0210,8,EVS,pct,44.2%,100,54,44.2
TST002096,2025-02-12,SCH0051,5,English,Raw Marks,24.1/50,50,28,48.2
TST001888,2026-01-16,SCH0562,8,EVS,CGPA,9.4,10,117,94.0
TST000132,2025-05-14,SCH0341,6,EVS,CGPA,6.8,10,68,68.0
TST004691,2025-04-19,SCH0589,5,Punjabi,Letter Grade,D,NA,39,60.0
TST000371,2025-06-13,SCH0048,5,Science,Percentage,66.0%,100,102,66.0
TST007851,2025-04-25,SCH0098,7,Mathematics,CGPA,7.6,10,120,76.0
TST004906,2025-12-10,SCH0015,6,Hindi,Raw Marks,34.1/50,50,77,68.2
TST007626,2026-03-24,SCH0207,8,Mathematics,pct,58.5%,100,75,58.5
TST005265,2025-04-25,SCH0256,7,Mathematics,%,67.0%,100,112,67.0
TST004559,2025-05-04,SCH0524,6,English,Raw Marks,24.6/50,50,23,49.2
TST002158,2025-06-21,SCH0008,8,English,Raw Marks,22.9/25,25,28,91.6
TST006288,2025-04-27,SCH0459,8,EVS,%,83.2%,100,25,83.2
TST001840,2026-04-03,SCH0220,8,English,Letter Grade,B,NA,122,80.0
TST007855,2025-02-08,SCH0517,7,Punjabi,Percentage,91.1%,100,80,91.1
TST003156,2025-12-04,SCH0557,7,English,Raw Marks,70.0/100,100,63,70.0
TST000674,2026-03-13,SCH0418,7,Punjabi,Letter Grade,B,NA,145,80.0
TST002102,2025-04-26,SCH0145,5,English,Raw Marks,42.0/50,50,23,84.0
TST006721,2025-12-04,SCH0046,7,Hindi,%,71.6%,100,116,71.6
TST001467,2025-05-16,SCH0239,7,Science,Percentage,61.2%,100,27,61.2
TST002255,2025-09-26,SCH0041,8,Mathematics,Letter Grade,B,NA,94,80.0
TST002891,2025-06-25,SCH0155,7,Mathematics,CGPA,8.1,10,29,81.0
TST006758,2025-08-14,SCH0323,8,Science,Raw Marks,15.2/25,25,75,60.8
TST001654,2026-03-24,SCH0289,3,Mathematics,Raw Marks,17.6/25,25,134,70.4
TST006463,2025-07-05,SCH0288,3,English,Letter Grade,E,NA,133,50.0
TST003353,2026-01-21,SCH0203,8,Mathematics,Letter Grade,C,NA,78,70.0
TST001408,2025-06-27,SCH0330,3,EVS,CGPA,7.0,10,127,70.0
TST001483,2025-04-12,SCH0007,6,EVS,CGPA,5.2,10,127,52.0
TST001676,2026-03-11,SCH0068,7,Science,Raw Marks,20.4/50,50,126,40.8
TST004101,2025-05-21,SCH0283,7,Hindi,CGPA,4.3,10,34,43.0
TST007289,2025-10-20,SCH0152,6,Science,Percentage,90.8%,100,107,90.8
TST001259,2026-01-10,SCH0145,8,EVS,%,81.3%,100,47,81.3
TST007262,2025-12-05,SCH0368,3,Punjabi,%,43.0%,100,106,43.0
TST006117,2025-11-25,SCH0448,4,Hindi,CGPA,7.9,10,43,79.0
TST007603,2025-04-12,SCH0006,8,Science,Raw Marks,55.8/100,100,105,55.8
TST002267,2025-11-25,SCH0144,7,Mathematics,Raw Marks,70.0/100,100,57,70.0
TST001388,2025-07-18,SCH0143,5,Mathematics,pct,68.2%,100,140,68.2
TST000007,2026-03-19,SCH0027,3,Mathematics,Percentage,59.3%,100,62,59.3
TST006490,2025-09-14,SCH0577,8,Mathematics,Raw Marks,34.6/50,50,83,69.2
TST002068,2026-03-13,SCH0218,6,Hindi,pct,69.0%,100,76,69.0
TST000224,2025-12-29,SCH0263,7,EVS,CGPA,7.4,10,76,74.0
TST004028,2026-01-17,SCH0235,7,EVS,Raw Marks,57.5/100,100,28,57.49999999999999
TST004463,2025-07-27,SCH0262,4,Mathematics,Raw Marks,51.8/100,100,32,51.800000000000004
TST002427,2026-01-29,SCH0329,7,Mathematics,CGPA,8.5,10,20,85.0
TST001588,2025-08-31,SCH0259,8,Mathematics,%,61.5%,100,149,61.5
TST004866,2025-11-12,SCH0548,8,English,%,50.7%,100,58,50.7
TST007524,2025-05-18,SCH0301,5,Mathematics,%,82.8%,100,47,82.8
TST000580,2025-12-02,SCH0160,3,English,CGPA,8.2,10,65,82.0
TST002115,2025-05-07,SCH0233,3,Hindi,Raw Marks,44.9/50,50,117,89.8
TST007773,2025-12-21,SCH0423,7,Mathematics,CGPA,5.5,10,74,55.0
TST002188,2025-08-04,SCH0101,7,Science,Raw Marks,37.6/50,50,47,75.2
TST004710,2025-08-02,SCH0172,3,Mathematics,CGPA,6.8,10,30,68.0
TST005532,2025-08-28,SCH0391,7,English,CGPA,5.6,10,43,56.0
TST002800,2026-02-25,SCH0030,8,Science,Raw Marks,85.5/100,100,73,85.5
TST004508,2025-06-09,SCH0400,3,Mathematics,Letter Grade,D,NA,143,60.0
TST007936,2025-05-08,SCH0168,8,Mathematics,CGPA,5.9,10,135,59.0
TST001089,2025-09-10,SCH0240,6,Science,Raw Marks,18.9/25,25,99,75.6
TST000017,2025-11-10,SCH0492,8,English,Letter Grade,B,NA,87,80.0
TST006660,2025-10-30,SCH0225,7,Hindi,CGPA,4.9,10,61,49.0
TST004188,2025-06-01,SCH0233,6,English,Raw Marks,45.8/100,100,23,45.8
TST005047,2026-03-16,SCH0175,8,Mathematics,Raw Marks,88.7/100,100,25,88.7
TST005302,2026-03-18,SCH0430,4,English,Raw Marks,44.5/100,100,94,44.5
TST003710,2026-03-10,SCH0220,7,English,%,93.1%,100,124,93.1
TST001396,2026-02-01,SCH0223,6,Punjabi,Letter Grade,C,NA,123,70.0
TST005518,2026-01-03,SCH0469,5,Mathematics,Percentage,48.9%,100,136,48.9
TST001285,2026-01-12,SCH0435,3,Science,Percentage,63.9%,100,105,63.9
TST007288,2025-11-18,SCH0565,6,Science,Percentage,46.7%,100,139,46.7
TST007692,2025-10-09,SCH0360,3,Hindi,CGPA,8.0,10,34,80.0
TST003900,2025-03-12,SCH0137,4,Mathematics,pct,69.8%,100,60,69.8
TST005910,2025-12-15,SCH0228,4,Mathematics,Raw Marks,61.6/100,100,103,61.6
TST002218,2025-11-07,SCH0438,5,Science,Raw Marks,19.4/25,25,77,77.6
TST001920,2025-09-07,SCH0557,3,Science,Raw Marks,22.2/25,25,80,88.8
TST003612,2026-01-20,SCH0597,3,EVS,CGPA,5.0,10,102,50.0
TST006785,2026-01-28,SCH0127,8,Mathematics,pct,76.1%,100,32,76.1
TST000700,2026-03-01,SCH0358,5,Mathematics,%,81.6%,100,51,81.6
TST000368,2025-10-01,SCH0541,3,Mathematics,pct,87.3%,100,88,87.3
TST003029,2025-07-30,SCH0585,6,EVS,CGPA,6.9,10,123,69.0
TST005161,2025-06-11,SCH0360,3,Hindi,Raw Marks,19.4/25,25,63,77.6
TST003310,2026-03-18,SCH0503,4,EVS,Letter Grade,D,NA,106,60.0
TST004093,2025-08-23,SCH0519,7,EVS,CGPA,5.5,10,128,55.0
TST006375,2025-06-28,SCH0595,7,Mathematics,Raw Marks,40.0/50,50,80,80.0
TST005930,2025-12-24,SCH0371,6,Science,CGPA,8.3,10,122,83.0
TST001988,2025-11-25,SCH0338,4,Mathematics,CGPA,8.9,10,146,89.0
TST000340,2025-08-04,SCH0593,3,Mathematics,Letter Grade,E,NA,116,50.0
TST000598,2026-02-21,SCH0266,8,English,Letter Grade,D,NA,27,60.0
TST004625,2025-04-22,SCH0096,4,Mathematics,pct,66.1%,100,42,66.1
TST004811,2025-04-16,SCH0009,4,EVS,CGPA,7.5,10,133,75.0
TST007000,2025-10-09,SCH0021,5,EVS,%,78.8%,100,96,78.8
TST000985,2025-10-12,SCH0005,5,Punjabi,Raw Marks,49.5/100,100,122,49.5
TST003543,2025-11-14,SCH0373,8,Hindi,%,64.5%,100,55,64.5
TST005213,2025-04-19,SCH0230,3,English,Letter Grade,C,NA,60,70.0
TST006070,2026-02-01,SCH0133,8,Mathematics,%,41.5%,100,36,41.5
TST003714,2025-08-02,SCH0524,7,English,CGPA,7.0,10,86,70.0
TST002473,2025-12-23,SCH0236,5,Science,Raw Marks,32.9/50,50,111,65.8
TST007461,2026-02-08,SCH0559,7,Punjabi,CGPA,6.0,10,37,60.0
TST006008,2025-02-12,SCH0446,5,Mathematics,Raw Marks,10.0/25,25,130,40.0
TST007205,2026-03-09,SCH0444,7,Punjabi,Letter Grade,D,NA,126,60.0
TST006541,2025-09-10,SCH0358,5,Mathematics,Letter Grade,D,NA,124,60.0
TST004263,2026-07-03,SCH0292,5,Science,Raw Marks,49.9/100,100,72,49.9
TST006491,2025-05-26,SCH0318,5,Mathematics,pct,71.2%,100,43,71.2
TST000835,2025-09-11,SCH0502,6,Hindi,Raw Marks,24.0/50,50,87,48.0
TST004773,2025-09-06,SCH0108,8,Punjabi,pct,53.4%,100,116,53.4
TST004355,2025-10-19,SCH0548,6,English,Letter Grade,E,NA,63,50.0
TST006075,2025-07-20,SCH0082,7,Mathematics,Letter Grade,D,NA,116,60.0
TST003982,2025-11-25,SCH0475,7,Mathematics,Letter Grade,B,NA,22,80.0
TST007397,2026-01-26,SCH0445,4,EVS,pct,63.6%,100,25,63.6
TST006564,2026-10-03,SCH0060,5,Mathematics,CGPA,7.9,10,135,79.0
TST000657,2025-12-01,SCH0301,5,Punjabi,Percentage,79.1%,100,70,79.1
TST002259,2025-03-10,SCH0010,3,Mathematics,Raw Marks,15.0/25,25,48,60.0
TST002577,2026-02-26,SCH0028,6,English,pct,88.3%,100,109,88.3
TST001351,2026-01-03,SCH0001,8,EVS,Raw Marks,34.7/50,50,147,69.4
TST001699,2025-01-05,SCH0111,6,Mathematics,Percentage,76.7%,100,109,76.7
TST000381,2025-08-09,SCH0547,7,Punjabi,%,91.1%,100,128,91.1
TST001804,2025-12-25,SCH0362,4,EVS,Percentage,69.8%,100,48,69.8
TST004260,2025-06-24,SCH0562,4,Hindi,Raw Marks,90.4/100,100,91,90.4
TST007718,2025-11-15,SCH0335,5,Science,Letter Grade,D,NA,37,60.0
TST003817,2025-05-31,SCH0386,6,Mathematics,CGPA,7.3,10,61,73.0
TST002258,2025-11-13,SCH0058,8,Mathematics,CGPA,5.9,10,67,59.0
TST001524,2026-03-21,SCH0201,7,Science,pct,76.8%,100,99,76.8
TST003872,2025-08-07,SCH0156,8,Mathematics,Letter Grade,B,NA,72,80.0
TST002098,2025-07-17,SCH0150,8,Mathematics,CGPA,7.2,10,115,72.0
TST002361,2026-01-21,SCH0440,8,English,Letter Grade,C,NA,116,70.0
TST002017,2026-01-26,SCH0401,8,Punjabi,Raw Marks,91.5/100,100,78,91.5
TST007360,2025-04-15,SCH0070,6,Science,Raw Marks,19.3/25,25,80,77.2
TST002124,2025-12-05,SCH0050,6,EVS,Letter Grade,C,NA,98,70.0
TST003174,2026-09-01,SCH0532,3,English,CGPA,8.1,10,142,81.0
TST004648,2026-06-01,SCH0219,5,EVS,Letter Grade,D,NA,37,60.0
TST007778,2025-08-10,SCH0304,8,Mathematics,Letter Grade,D,NA,102,60.0
TST002968,2025-10-22,SCH0269,5,Mathematics,Letter Grade,C,NA,34,70.0
TST001231,2026-02-20,SCH0292,7,Hindi,Letter Grade,A,NA,70,90.0
TST000897,2025-05-22,SCH0161,5,Mathematics,Raw Marks,69.4/100,100,90,69.4
TST003651,2025-06-06,SCH0166,4,Punjabi,pct,55.8%,100,26,55.8
TST007107,2025-04-20,SCH0240,5,Mathematics,Raw Marks,59.7/100,100,126,59.699999999999996
TST004033,2025-05-06,SCH0534,7,Punjabi,Letter Grade,D,NA,144,60.0
TST006725,2025-07-23,SCH0095,5,Science,Letter Grade,D,NA,80,60.0
TST000532,2025-06-14,SCH0565,6,Mathematics,Letter Grade,B,NA,91,80.0
TST006897,2025-07-15,SCH0444,3,Mathematics,CGPA,6.0,10,83,60.0
TST003770,2026-01-11,SCH0484,6,EVS,Percentage,40.6%,100,103,40.6
TST006920,2025-05-07,SCH0420,6,English,Percentage,63.6%,100,111,63.6
TST000818,2025-04-07,SCH0087,4,Mathematics,Letter Grade,B,NA,31,80.0
TST001055,2025-12-23,SCH0238,4,Punjabi,CGPA,6.9,10,148,69.0
TST002369,2025-11-09,SCH0253,8,Mathematics,Raw Marks,77.1/100,100,127,77.1
TST000255,2026-02-27,SCH0571,5,Hindi,CGPA,4.7,10,21,47.0
TST003979,2026-01-14,SCH0173,4,Hindi,Letter Grade,C,NA,124,70.0
TST007325,2025-09-18,SCH0073,8,Mathematics,Raw Marks,22.8/25,25,102,91.2
TST002034,2025-11-01,SCH0233,7,English,CGPA,7.1,10,56,71.0
TST005070,2025-10-15,SCH0465,6,Punjabi,Raw Marks,20.4/25,25,83,81.6
TST006684,2025-12-27,SCH0226,5,Mathematics,%,81.4%,100,94,81.4
TST002896,2025-07-23,SCH0147,7,Science,Raw Marks,18.2/25,25,33,72.8
TST003903,2025-04-27,SCH0069,4,Mathematics,%,76.7%,100,46,76.7
TST000754,2025-08-26,SCH0117,3,Mathematics,Letter Grade,B,NA,123,80.0
TST005427,2026-03-21,SCH0440,7,Mathematics,%,91.7%,100,54,91.7
TST003418,2025-09-15,SCH0256,6,Punjabi,Percentage,82.8%,100,119,82.8
TST006942,2025-12-07,SCH0031,3,Punjabi,Raw Marks,91.4/100,100,53,91.4
TST003411,2025-07-18,SCH0568,6,Mathematics,CGPA,8.2,10,100,82.0
TST002673,2025-09-06,SCH0128,7,English,CGPA,7.9,10,144,79.0
TST000377,2025-12-18,SCH0482,5,EVS,Raw Marks,21.2/25,25,142,84.8
TST003915,2026-03-06,SCH0268,5,Mathematics,Percentage,59.2%,100,113,59.2
TST007682,2025-08-14,SCH0377,8,Science,Letter Grade,C,NA,55,70.0
TST000001,2025-11-20,SCH0150,4,Science,CGPA,5.6,10,138,56.0
TST006232,2025-11-16,SCH0033,5,English,%,44.1%,100,121,44.1
TST000367,2025-04-18,SCH0491,3,Mathematics,Raw Marks,34.4/50,50,38,68.8
TST002510,2025-10-17,SCH0102,7,Science,Letter Grade,E,NA,102,50.0
TST004702,2026-02-08,SCH0358,3,EVS,CGPA,4.9,10,121,49.0
TST007156,2025-06-12,SCH0076,5,Science,Letter Grade,B,NA,139,80.0
TST004457,2025-05-30,SCH0116,8,Mathematics,pct,53.5%,100,37,53.5
TST000934,2025-10-04,SCH0078,8,Hindi,Percentage,91.0%,100,108,91.0
TST002830,2025-12-07,SCH0103,4,Science,CGPA,4.7,10,45,47.0
TST007989,2026-03-07,SCH0510,3,Mathematics,pct,80.7%,100,137,80.7
TST000151,2025-07-16,SCH0125,6,Mathematics,pct,56.6%,100,138,56.6
TST006266,2025-04-14,SCH0457,7,Science,Raw Marks,43.0/50,50,107,86.0
TST007356,2025-11-28,SCH0254,6,Hindi,Percentage,63.8%,100,65,63.8
TST001464,2025-08-26,SCH0307,7,Mathematics,pct,47.7%,100,87,47.7
TST007616,2026-03-01,SCH0332,5,EVS,Letter Grade,E,NA,62,50.0
TST000401,2026-03-06,SCH0417,7,Hindi,Letter Grade,D,NA,30,60.0
TST005127,2025-07-20,SCH0162,5,Science,pct,90.2%,100,23,90.2
TST002760,2026-01-20,SCH0492,8,Punjabi,Raw Marks,17.1/25,25,150,68.4
TST007427,2026-02-07,SCH0503,4,Mathematics,Letter Grade,D,NA,98,60.0
TST000292,2025-05-07,SCH0281,8,Mathematics,Raw Marks,45.8/50,50,78,91.6
TST003252,2025-08-30,SCH0113,3,Punjabi,CGPA,9.0,10,28,90.0
TST000912,2025-04-08,SCH0145,5,Mathematics,Letter Grade,A+,NA,89,95.0
TST006955,2025-08-13,SCH0592,7,Mathematics,Letter Grade,E,NA,52,50.0
TST003222,2025-05-07,SCH0371,7,EVS,Percentage,40.3%,100,106,40.3
TST005338,2025-06-15,SCH0447,8,Mathematics,%,82.8%,100,66,82.8
TST002581,2026-01-23,SCH0268,5,Mathematics,Raw Marks,85.6/100,100,114,85.6
TST003642,2025-07-04,SCH0552,7,Science,Letter Grade,A,NA,81,90.0
TST005932,2026-01-19,SCH0466,3,Hindi,CGPA,6.5,10,77,65.0
TST004368,2025-09-10,SCH0111,3,Mathematics,CGPA,5.9,10,106,59.0
TST000849,2025-04-25,SCH0288,5,Mathematics,CGPA,8.3,10,85,83.0
TST001177,2026-02-03,SCH0274,8,EVS,Letter Grade,B,NA,98,80.0
TST001764,2025-05-28,SCH0149,8,Mathematics,Raw Marks,24.8/50,50,71,49.6
TST000777,2025-05-31,SCH0501,7,Mathematics,CGPA,5.1,10,146,51.0
TST000375,2026-08-01,SCH0369,3,Mathematics,Raw Marks,20.8/50,50,120,41.6
TST006806,2025-05-06,SCH0596,3,EVS,Raw Marks,49.6/100,100,52,49.6
TST005481,2025-08-09,SCH0141,4,Punjabi,pct,55.1%,100,78,55.1
TST000519,2025-10-06,SCH0055,3,Punjabi,CGPA,6.0,10,47,60.0
TST007081,2026-03-23,SCH0098,3,English,Raw Marks,46.2/50,50,126,92.4
TST004786,2025-04-10,SCH0017,3,Mathematics,CGPA,7.7,10,68,77.0
TST005937,2026-01-15,SCH0581,6,Punjabi,pct,54.4%,100,77,54.4
TST006959,2025-05-30,SCH0136,5,EVS,CGPA,7.0,10,51,70.0
TST005804,2026-03-05,SCH0310,7,Punjabi,Raw Marks,56.0/100,100,55,56.00000000000001
TST000748,2026-02-14,SCH0330,6,Science,Percentage,69.5%,100,53,69.5
TST000405,2025-12-30,SCH0523,6,Hindi,Letter Grade,A,NA,45,90.0
TST004365,2026-01-21,SCH0086,7,Mathematics,Letter Grade,B,NA,120,80.0
TST000330,2025-06-26,SCH0504,3,Punjabi,Raw Marks,35.7/50,50,52,71.4
TST005027,2025-07-09,SCH0200,3,Mathematics,CGPA,6.6,10,133,66.0
TST000020,2026-01-02,SCH0228,7,Punjabi,CGPA,4.8,10,47,48.0
TST001014,2026-02-17,SCH0015,7,Science,pct,92.9%,100,96,92.9
TST006457,2025-06-11,SCH0155,3,Punjabi,Raw Marks,17.9/25,25,69,71.6
TST002395,2025-08-17,SCH0437,6,Hindi,pct,44.0%,100,24,44.0
TST007770,2025-07-01,SCH0325,6,Punjabi,pct,44.5%,100,99,44.5
TST007545,2025-05-09,SCH0377,6,Science,Raw Marks,17.7/25,25,70,70.8
TST005507,2026-03-24,SCH0409,7,Hindi,CGPA,7.5,10,23,75.0
TST006379,2025-06-06,SCH0321,5,English,CGPA,8.8,10,34,88.0
TST002521,2026-01-15,SCH0480,4,English,Raw Marks,83.2/100,100,132,83.2
TST004957,2025-07-26,SCH0548,5,English,Raw Marks,19.8/25,25,39,79.2
TST006943,2026-01-04,SCH0480,5,Hindi,Letter Grade,B,NA,143,80.0
TST003981,2025-12-01,SCH0233,8,English,Percentage,76.1%,100,133,76.1
TST005116,2025-06-07,SCH0492,7,Mathematics,Letter Grade,C,NA,88,70.0
TST006227,2026-08-01,SCH0080,6,English,Raw Marks,22.9/25,25,95,91.6
TST007120,2026-02-08,SCH0223,5,Hindi,%,70.8%,100,49,70.8
TST000113,2025-12-06,SCH0283,4,EVS,pct,92.0%,100,148,92.0
TST002952,2025-07-04,SCH0530,4,Mathematics,Raw Marks,46.3/100,100,88,46.3
TST003025,2025-04-22,SCH0017,6,Punjabi,Raw Marks,44.9/50,50,62,89.8
TST006979,2025-04-04,SCH0077,7,Science,Letter Grade,B,NA,43,80.0
TST003361,2026-02-12,SCH0332,3,Hindi,Raw Marks,15.6/25,25,56,62.4
TST004793,2025-08-25,SCH0597,6,Mathematics,Percentage,86.3%,100,134,86.3
TST003950,2025-09-15,SCH0204,8,Punjabi,Percentage,40.9%,100,136,40.9
TST007108,2025-09-27,SCH0282,3,Mathematics,Percentage,66.7%,100,39,66.7
TST002020,2025-08-05,SCH0223,3,Punjabi,CGPA,7.2,10,21,72.0
TST003822,2026-01-23,SCH0026,3,EVS,Letter Grade,D,NA,73,60.0
TST002549,2025-09-24,SCH0255,4,Mathematics,Raw Marks,43.5/100,100,60,43.5
TST001956,2026-01-25,SCH0351,8,Hindi,Letter Grade,C,NA,64,70.0
TST002345,2025-07-03,SCH0593,3,English,Raw Marks,21.6/50,50,105,43.2
TST003180,2025-11-17,SCH0557,6,Science,%,47.7%,100,141,47.7
TST007218,2025-06-30,SCH0442,3,Science,Percentage,58.6%,100,55,58.6
TST005465,2025-04-28,SCH0527,3,Hindi,Raw Marks,51.0/100,100,141,51.0
TST000620,2026-01-31,SCH0082,8,Punjabi,Letter Grade,C,NA,63,70.0
TST007796,2026-03-02,SCH0493,4,Punjabi,CGPA,4.8,10,56,48.0
TST007833,2026-02-22,SCH0183,7,EVS,CGPA,7.5,10,93,75.0
TST002995,2025-04-15,SCH0154,8,Mathematics,Letter Grade,A,NA,58,90.0
TST000402,2025-04-21,SCH0335,7,Mathematics,Percentage,72.1%,100,59,72.1
TST002992,2025-12-07,SCH0236,7,Hindi,Letter Grade,B,NA,51,80.0
TST001048,2026-02-05,SCH0220,3,EVS,CGPA,7.0,10,91,70.0
TST007728,2025-04-30,SCH0296,8,Hindi,CGPA,8.6,10,128,86.0
TST005015,2026-03-24,SCH0130,4,Mathematics,Raw Marks,22.3/25,25,41,89.2
TST004389,2025-07-29,SCH0034,6,Hindi,CGPA,6.5,10,53,65.0
TST007354,2025-04-06,SCH0335,7,Mathematics,CGPA,4.3,10,71,43.0
TST000716,2025-07-04,SCH0303,7,Science,Letter Grade,D,NA,95,60.0
TST000732,2025-12-24,SCH0040,3,Science,Letter Grade,A,NA,91,90.0
TST006260,2026-01-20,SCH0367,8,Mathematics,Raw Marks,43.8/100,100,124,43.8
TST004306,2026-03-24,SCH0144,6,Mathematics,Raw Marks,28.9/50,50,87,57.8
TST007944,2025-04-20,SCH0368,4,Mathematics,%,40.7%,100,73,40.7
TST006366,2025-09-03,SCH0435,4,Hindi,Letter Grade,B,NA,43,80.0
TST007152,2025-10-29,SCH0418,5,English,Raw Marks,14.0/25,25,85,56.00000000000001
TST006298,2025-05-22,SCH0002,6,Punjabi,%,48.0%,100,64,48.0
TST005674,2026-01-04,SCH0248,8,EVS,%,82.0%,100,72,82.0
TST005923,2025-12-20,SCH0140,5,Punjabi,Letter Grade,C,NA,86,70.0
TST007221,2025-09-26,SCH0559,7,Mathematics,Raw Marks,28.9/50,50,75,57.8
TST004602,2025-09-20,SCH0142,7,Hindi,Letter Grade,C,NA,130,70.0
TST004476,2025-09-04,SCH0537,4,EVS,Raw Marks,20.9/50,50,149,41.8
TST006487,2026-01-07,SCH0468,6,Mathematics,Letter Grade,B,NA,144,80.0
TST004270,2026-01-09,SCH0380,8,EVS,CGPA,5.8,10,96,58.0
TST003742,2025-10-20,SCH0362,6,English,Letter Grade,D,NA,89,60.0
TST003682,2025-09-26,SCH0410,7,EVS,CGPA,5.7,10,103,57.0
TST005301,2026-03-18,SCH0515,8,Hindi,CGPA,8.7,10,147,87.0
TST007160,2025-09-19,SCH0515,6,Mathematics,Letter Grade,D,NA,70,60.0
TST006738,2026-12-01,SCH0579,3,Mathematics,Percentage,76.6%,100,113,76.6
TST002489,2025-07-03,SCH0465,4,EVS,CGPA,7.9,10,68,79.0
TST006703,2025-10-17,SCH0063,5,Mathematics,Letter Grade,E,NA,105,50.0
TST007492,2025-08-17,SCH0124,7,Punjabi,Letter Grade,E,NA,31,50.0
TST000680,2026-01-28,SCH0587,7,Hindi,Raw Marks,44.0/50,50,136,88.0
TST006289,2026-03-07,SCH0296,3,Punjabi,%,63.6%,100,102,63.6
TST001217,2025-09-02,SCH0550,4,EVS,Letter Grade,B,NA,93,80.0
TST005344,2025-08-15,SCH0016,5,Hindi,CGPA,6.6,10,25,66.0
TST003233,2025-06-27,SCH0251,3,Mathematics,Raw Marks,15.2/25,25,110,60.8
TST005966,2025-08-21,SCH0422,4,Mathematics,Raw Marks,56.7/100,100,31,56.7
TST000185,2025-10-28,SCH0305,4,Mathematics,Letter Grade,B,NA,142,80.0
TST003573,2025-05-17,SCH0460,3,Mathematics,pct,90.4%,100,33,90.4
TST004904,2026-02-23,SCH0302,5,Mathematics,%,50.2%,100,41,50.2
TST001865,2025-12-15,SCH0226,3,Mathematics,Percentage,71.2%,100,81,71.2
TST002739,2025-07-30,SCH0365,7,Hindi,CGPA,5.3,10,33,53.0
TST007974,2025-08-22,SCH0189,5,Punjabi,Letter Grade,C,NA,80,70.0
TST005052,2025-01-12,SCH0083,8,Mathematics,Raw Marks,41.2/50,50,86,82.4
TST007370,2025-12-29,SCH0263,3,Hindi,Raw Marks,11.3/25,25,86,45.2
TST006060,2025-06-29,SCH0237,4,Punjabi,Raw Marks,72.9/100,100,124,72.9
TST003838,2025-09-12,SCH0288,3,Mathematics,CGPA,4.2,10,37,42.0
TST002812,2025-11-14,SCH0113,3,Mathematics,%,86.4%,100,82,86.4
TST002492,2025-08-07,SCH0392,7,English,pct,47.0%,100,76,47.0
TST006299,2025-06-15,SCH0556,8,Mathematics,Percentage,54.6%,100,113,54.6
TST007101,2026-03-28,SCH0589,5,Science,pct,51.4%,100,22,51.4
TST003160,2026-02-15,SCH0345,8,Science,Letter Grade,C,NA,147,70.0
TST002303,2025-08-12,SCH0162,8,Science,Percentage,65.3%,100,81,65.3
TST005276,2025-11-25,SCH0118,8,Hindi,Letter Grade,D,NA,130,60.0
TST001637,2025-07-09,SCH0005,8,EVS,%,75.5%,100,82,75.5
TST005275,2026-03-05,SCH0312,5,EVS,%,65.7%,100,61,65.7
TST003277,2025-04-04,SCH0162,7,Mathematics,Raw Marks,63.9/100,100,107,63.9
TST003189,2026-02-17,SCH0050,7,Mathematics,Raw Marks,37.5/50,50,100,75.0
TST006971,2025-06-10,SCH0287,5,Mathematics,Letter Grade,C,NA,40,70.0
TST005567,2025-06-16,SCH0412,3,Science,Raw Marks,52.8/100,100,25,52.800000000000004
TST002387,2025-05-05,SCH0178,4,Punjabi,Letter Grade,B,NA,110,80.0
TST004845,2025-06-06,SCH0388,5,Mathematics,CGPA,4.9,10,105,49.0
TST000357,2025-10-28,SCH0306,4,Mathematics,Letter Grade,C,NA,36,70.0
TST002000,2025-07-03,SCH0047,3,Punjabi,Percentage,81.8%,100,47,81.8
TST003066,2026-01-14,SCH0394,6,Mathematics,Letter Grade,A+,NA,114,95.0
